Category1;Value1;Value2
B;5.769355748442331;21.991984991451982
A;13.632208362692866;26.033857554509822
A;10.571077034043613;26.37852898772035
A;7.376557235567555;14.594332609028942
D;11.692449323882819;15.014480971993006
E;8.673098765935189;22.84961700197313
B;9.869990634707007;18.843631039637096
B;9.012846318293947;16.4440882687555
C;7.553072605015933;24.33810064740234
D;10.642308183474821;22.94642215358011
C;9.602507263131468;17.805431872310656
B;7.452696829508618;13.19945913148694
E;8.989093885782863;30.52697562679159
B;9.907881005895197;26.138205135473573
B;11.336484544107599;21.386838003593358
A;9.802700689083418;20.668239082802746
B;10.08613347277303;14.236067541615691
A;10.734930886622092;16.01099397100293
C;8.545703845236298;22.070063155385913
A;10.9224685212667;14.485138736214623
A;8.294000483875354;28.847014805119457
C;12.72970961320338;32.07399328636858
E;9.17195484420422;33.482740166814764
B;10.096954823604168;21.504336426720016
B;10.623862838429805;19.48912079493221
C;6.940544947864998;20.060965401730783
A;8.347740042174653;16.421559472707386
B;11.840552547631612;15.508050927190677
C;11.909372882719044;23.044549847502502
E;6.832446977607792;23.69177510954242
C;7.872459621851662;13.8496373080898
E;11.471333994468434;23.879401559376102
B;11.989413610054307;19.089324219223432
A;7.710397360859227;26.254899110409145
E;8.907141871447582;15.926145215739462
A;8.75024444575894;25.326757320159146
B;10.671544981758164;20.795259709177895
A;5.861713380978893;11.10200315604406
B;8.957702711030647;18.003451276546745
C;6.018769207072523;9.135561494468254
D;8.593549267794849;23.333234161823736
B;11.010334632628496;19.638142700634205
C;8.469330039153434;11.216026555313091
B;10.5091337463894;14.702632778532616
C;13.912208416882315;8.126079397686846
C;6.864708760514157;23.59389579534664
D;10.52868687026182;28.305860874473122
A;12.710143231493271;25.55496630787406
B;9.404368890647936;26.3277110465804
A;7.996559094585945;26.54194731423922
B;7.560486759989725;21.092432896111944
A;10.005663303432154;21.84521854869319
B;10.149046327722473;11.903206396302446
C;9.675852886146874;29.91172988336297
C;9.862644587673673;27.18937005751798
B;9.079254967605015;19.7112257933242
A;12.910092850985599;17.313028544394875
B;6.532756142368475;25.10597836582288
A;13.342718577955221;15.237083977177969
B;12.28608026506619;27.938347976236777
B;9.98810505845174;21.621457415719256
C;11.440352525886675;13.465258733481082
A;12.437704010596054;29.59933128820149
A;8.832770901388757;23.397935278285583
A;6.907740218179572;24.482831044857548
C;8.195916783161225;31.196274862313608
C;9.67328255013819;18.371898341448883
C;13.08562197784168;13.746794065537717
C;8.267033464726323;28.221626208814016
B;8.644228600136957;10.895627955955705
A;6.977409424002495;26.83574854739705
D;9.553078551287294;15.129460730775666
C;11.225740546667796;29.37435225867374
B;8.98969880130225;14.134474030754408
D;6.621258807318943;10.65213896634628
E;9.48106806172765;28.03570791464253
B;10.331473679046693;21.9458829975857
A;11.260859188551699;23.325007524233985
C;5.129558937648363;17.09612646257102
A;7.960862665455868;6.437126725696613
A;10.854719612005791;25.561704237351858
C;10.363713807219206;14.812445727375556
C;12.471039891249546;20.45243481020249
E;9.343865947391814;8.16691315510811
B;9.847456106062042;19.39287851180406
A;10.064696968245666;15.796502774459933
B;10.273795090253286;24.955346107288094
C;11.442053120727104;17.529121383633367
A;9.649299571794675;29.850446010358233
E;9.28906012179518;9.538741342299701
C;11.527089173958027;30.35681921128157
C;11.608546793501775;28.799507708671882
C;11.560757652887062;31.34478875319673
B;10.758835242337154;28.366410423602698
C;8.843590507061213;19.925022391206994
B;11.466764176409425;21.55339920829624
E;13.421599549362718;16.687149385259044
C;14.155569706919458;23.25890444991413
A;9.7385542903274;16.98702086053545
B;9.419182178460535;17.787480051170874
B;9.051442961761712;20.990567864950346
B;10.849618116860709;10.363139318914822
B;10.740078734474105;32.975345360685296
A;11.474538297368014;21.637759547693854
A;10.549572731487734;31.19449164097047
C;9.812723367123331;14.707465820179731
B;12.126465298957312;29.114752452994885
C;9.121380833752369;29.18743808121052
A;8.607799227958907;9.991945387967684
A;10.185715994544006;21.148104590807357
C;10.828281048004547;23.84189940176591
D;11.269372477916974;23.560670628273275
A;12.696317861507971;26.9582902027844
E;10.690524507455063;25.84533909244902
C;8.113210130862202;19.17618512999097
D;9.920559725404184;28.91348426389589
C;13.156642006367406;24.794228081070326
B;8.07238353391245;23.442504711448713
A;9.005340093076592;30.396791411257993
B;11.483103798296195;13.357098539081152
B;3.387388360837429;23.873443045811413
A;10.504161441263724;19.644629685724034
A;11.321695053467273;25.548462859050925
B;11.622241772544763;19.909151532216324
A;10.512205164718143;31.585290867009217
B;10.728036891267994;22.24747579409955
A;8.922469482911223;25.89552534753959
A;9.690591273925595;21.8245836157803
D;9.907429544610785;17.26377867059987
B;11.640127110216378;20.244826199493378
C;10.767404097554532;18.05877758148765
A;9.443121665483098;19.818117246078454
A;11.373653133698493;22.260664086325225
B;8.953452326704562;20.866215858446857
C;6.864696857399333;31.92149734766111
D;9.421639609168109;10.216055635328932
C;12.040769197058287;23.344209170497276
B;10.939374497562369;19.96720945395324
A;9.294633066857058;20.73444684597265
C;11.827218794480219;33.628238208985536
C;11.145889180905822;24.286500334079875
B;10.212850557047213;19.671943543262692
A;10.612007866396587;20.269508846811338
D;9.731953592502109;17.662913794984902
A;10.509939645632251;10.585917232760595
E;7.469462962168139;33.13623164400639
D;9.186671777795016;30.69484370845143
B;8.56614491106916;16.52373819709988
D;10.733055943986555;12.603522575709157
A;9.630182523237217;16.082816301326762
B;7.408964797529423;19.107232230256184
D;10.693662606664706;29.831169046146286
B;9.753501356952668;27.873866137263242
C;10.056269421786004;23.011177303566328
B;8.481540069253661;22.59227416367604
C;8.69149698414142;14.164216931854687
B;13.681868929288253;19.852844990914004
C;7.151964640468453;24.838063320327628
A;10.080439398726005;17.866893257563017
C;8.155134722142005;19.53142469630884
D;13.004536891134439;29.782013663966502
B;12.805038685932786;26.13704259153915
A;14.163941210621335;22.13704805921476
B;12.907525043903984;11.916082747759509
B;7.159579856802138;21.92606010234023
B;8.22486123663292;7.944860299313827
A;9.969626982554624;10.793704405986693
A;9.127958192355248;15.086572191316884
B;6.967242109048234;25.339715547195382
C;9.278152425668113;13.608111006572571
D;9.550321579165468;21.16925514104655
B;8.768314549042273;27.022700338218172
B;11.49468039111251;15.57890831867105
E;10.226529787880386;25.726121400973902
B;10.223597574942396;17.247582780220625
A;8.063130872306703;14.766597399967162
A;10.857969380587333;22.749481687002415
E;7.26223433932044;16.445678289087503
A;8.750397411612544;20.94217102744169
B;7.92806662548752;35.82339436074434
B;8.873540143290331;11.863153079244269
B;8.562443390355266;35.58860940839423
A;9.873815818370852;11.19834016145481
E;9.133373206343414;1.8382727774005652
E;9.29570068697149;21.544657235310332
B;8.975975038513761;21.276679772130354
E;11.479563284993826;19.377287654822396
B;10.4895947730175;28.40877238455774
A;11.472718980793047;23.31342061775686
B;8.862671199653063;14.614867135299786
E;10.40453319361363;20.504194431694547
A;7.7574817523246935;28.63479678450688
B;13.621317676695652;25.340406790511693
B;10.192604282276253;20.88982926243692
C;9.875663752520875;25.79244078825333
B;10.653984460684446;28.13123703058405
C;7.656319655994303;12.13615673711424
D;11.01372391650171;9.484265238883193
B;8.186241702514197;23.40164156287135
E;11.764520876805117;30.333716389400426
B;12.236961976331372;25.68304119807229
B;12.299119794727932;23.647689769992372
A;7.64847395832946;16.991742205025773
B;13.252391923789329;8.88414912880191
C;7.477480157410454;24.93657602327959
B;9.168482122764376;18.075674770659408
A;8.405363310624733;19.560940671418365
B;6.04197422162894;16.711989273639936
C;8.010670366157065;6.591207758761723
B;10.491142580074769;18.349756568118273
B;10.09120465120337;29.179673174162247
B;9.449865389463813;20.62213710176387
A;8.934057341830043;22.06019117925398
B;8.190107432490585;23.3905967781279
E;12.562620504086894;19.160148658599585
A;9.542343546941217;14.45813856650777
C;7.993114644548122;27.209484866273872
A;9.395631134116112;22.659720785391272
E;12.951807170786985;28.69173403479585
A;8.632289859601174;21.60384550830535
A;6.866737889583312;18.80768893438468
D;13.20862360478779;24.61830164899293
E;8.915209456095843;7.121182954140357
A;10.384633338150957;16.949391519333133
E;11.90019112371401;27.21658716244432
A;8.674698915056753;23.219870662953507
B;11.0649306962438;21.449836857653988
D;14.516375189276935;7.483836717026552
A;11.593975344130312;20.01276768039275
D;9.174595334884893;19.00508601227606
E;12.069049345556857;19.936792489074183
B;13.477050888037684;25.011924831698092
D;7.350302190961755;21.86903822525394
B;10.231678626251341;27.301860377453004
D;11.664122975055356;10.410026778880257
B;9.05371190767017;18.880529897830773
B;9.33288039111551;25.723209358727136
C;10.101528796047266;16.07828271192689
C;11.473935764183619;21.41561638944523
A;9.229217151117261;23.29130055831723
D;8.120254561786378;33.543743218638085
C;5.035040008473021;23.179537138605387
A;9.694033263854411;12.633539144890829
B;11.886103833599668;12.79309441079792
B;8.355032045639268;20.974684864145637
E;12.75805693987284;25.92896469177141
B;7.611647258287427;19.028261030852338
B;8.098889041111292;28.828878396237105
B;10.230663737361564;21.67749160713363
A;9.230316076117985;15.229222120436933
E;12.09356613313724;31.900429570340492
E;8.474525758350595;21.37425098206516
C;7.817769278688725;26.837394341067473
C;6.962722831277243;17.537052390160046
D;11.744554890584455;20.98656519838808
C;13.04126528086747;23.50542664656941
B;8.906141519486091;18.372339120600344
A;11.264295460477834;18.851267750605953
B;10.148122877402862;25.39599017719093
B;12.780019414280385;17.850023190171864
C;10.69553512137712;16.121089374136755
B;10.105786209637047;18.052681981307586
A;5.833138032438718;25.244922474368483
D;10.907311518432634;28.206029308788835
A;6.158064952891161;19.670901486657023
D;8.33311388420876;6.144521216777912
E;9.994321911892387;16.230976480347902
A;11.544399120648443;20.4020042594062
A;9.430311877565245;23.866891180317054
B;12.541740798137486;29.92992983583123
A;10.482839888570048;9.217795608906151
A;9.896587476475226;10.014431828902882
B;10.296481739390323;21.06818104050611
C;11.658378216200454;27.568410509822698
A;10.981621051686256;28.30324174857265
A;10.787143731859462;2.287584311315598
B;9.494437776382972;40.88105687465394
B;7.335471702686986;19.2685311516305
B;8.676572252778126;21.44362057818847
E;10.293053787800122;28.074436838527042
B;8.292316497165698;30.94178321215933
E;8.905651668447955;19.296955605940436
D;9.46837714082907;17.95463786077688
D;13.052086213135347;27.5894971416016
E;10.052116177544292;30.206594715300866
C;11.990452836749265;20.87813606847193
C;10.193877394974933;29.283670907389745
B;10.407750545448835;20.200222452056817
E;7.814779885988796;15.712864440574949
D;12.753146064664733;14.380093630414342
E;7.323978254854368;17.014694380941318
C;9.320937120328335;17.890177418339505
B;7.332754444780441;30.182511397235743
B;9.595964174107916;23.96807713686225
A;10.024803851633934;21.499666879152816
C;10.154699647627606;25.157196183868106
B;13.582783603854455;38.12064821119091
C;11.956651837629437;18.643457568227817
A;10.983618390171653;28.960302764280105
C;8.140458456161392;9.03702698707495
C;6.462225923184592;13.772896466626863
A;9.090381121965468;18.380497828061355
B;12.04802870316416;17.158583894681126
D;9.763243066834976;17.926558478039773
C;10.04045607764058;21.455032117328305
C;9.032774190499218;14.691954018965522
A;9.1696722815778;17.399952823567453
A;8.084473936876146;13.049496772927533
B;10.729173031332241;21.623962350614743
A;13.54372465574092;28.853869282015694
C;10.028388048427248;20.808199402346265
A;9.151259535161483;26.07898250990159
A;10.176663761266388;14.903777691134119
B;12.747591944354408;18.14521606491896
A;9.036215306229062;23.010675368397877
C;11.647000900026717;11.302529230476024
C;13.594250577942743;17.73404005489025
B;8.87035966477638;12.423269960668305
B;10.257482386035667;18.613260410557757
D;11.176920277504689;24.01174412025813
E;11.692374961548936;20.066241219337407
B;12.438630657276079;15.172378709958366
B;8.79033616900893;29.85045454250202
E;12.476851035463415;21.528469802145526
B;7.218233520768431;19.10847120788501
E;7.342061614758142;21.466831141898737
B;12.425007221091258;15.786233460982956
A;11.08949094649704;20.141850356502577
C;10.089957608590387;24.539114259942906
A;6.246509732763336;10.296553878815065
A;7.9789863776243415;21.72271900235773
B;10.732900514721809;17.422264663726757
E;10.544684287701013;16.405374057904965
A;11.18179815136868;20.832038009011175
B;10.139852361741998;25.305229865962016
B;11.489667766875739;35.73899310535662
A;10.827020723935679;22.787381125220953
E;12.132107889296018;26.754158935186098
B;8.43640902569581;18.596417378795703
A;13.08503093809316;37.17166663442566
D;7.296683544138965;31.276032427626106
B;8.680132298112502;18.643145124123723
A;7.9033503778983025;21.747653831529355
C;9.896735002874154;24.488568839245033
C;10.801078290208585;16.331106731413513
E;8.894887171063534;24.155526684145382
B;12.48941321414596;22.809481143332516
E;6.593898862369454;21.64980321058713
C;14.015924942010127;23.777228459987107
E;9.93812943629536;22.147170998005613
B;12.141301541459224;11.416450222289342
C;9.439923735783204;27.90948428987132
E;8.338439604184495;10.50132607894144
C;11.236852460610686;25.86836390641187
A;9.27902107311605;19.83933680618494
B;8.294641530365531;30.663679938706032
B;11.468926840921277;21.877259382552637
C;13.082364584591208;19.926243061695274
A;9.380554421930226;25.093497939017013
B;14.717545868312396;17.815284996472844
A;8.469958536379346;24.958066854782004
D;6.314907438279243;14.44700431036335
B;6.919726212632051;16.265393830761152
D;15.211163679931094;20.135157342913413
A;8.796680567722264;16.54239717213256
B;10.858844918484047;18.73372069750357
B;5.24363748868973;19.079941940161287
B;11.687211744160264;13.485557631615844
E;8.887077356613446;12.81379684365018
B;8.016846059240953;24.796805804730592
A;10.353518187238738;23.385061196206845
B;4.710188287704493;26.41340749814419
A;9.767716667699633;19.763688686942782
B;10.207719097957341;27.572972333526558
C;9.909070622256868;16.682719065888467
B;9.187029501380731;24.878521150761358
B;5.553448832027337;31.92147237409023
C;9.367757808422473;24.0827941851504
A;11.234188505887401;18.12568419407739
B;9.01544480641094;18.153512468653908
A;10.77989982088887;28.4537373132158
C;7.417628309327826;26.184139925998632
B;9.487042735393631;19.946001326686787
B;9.122190891798017;19.287536796662355
A;10.436984699216449;20.569652060201395
B;10.610801761458516;18.62869198407206
B;11.454590549244392;16.819203483198862
B;11.211646993602514;20.822432404864593
C;11.351987479466548;28.51983361703912
C;13.574278522256513;25.044918445276313
E;9.785509377106747;14.874469890937895
B;9.38411709154071;13.731200971864338
A;11.319546607426185;32.173972897761246
B;13.510022124473952;20.945928767066796
E;11.153355973537952;19.446885701820413
E;8.12721341792581;31.639377175536264
D;11.66756746725811;9.517161503258066
A;14.027604252238184;25.48656546984195
A;10.258417708735033;14.984512035203622
C;5.999969918740449;27.484600388032643
D;6.763485357149317;16.367127229326535
A;6.904306176488938;23.1469869119853
B;9.58573392147606;30.127428977309577
B;8.357339060227403;17.41446816213536
C;10.078529414282336;11.491748507796625
B;11.389424598014356;23.063130726803717
B;7.145109140760628;27.481165232055734
A;5.977422683239724;27.914332681607632
A;10.804010611987646;17.18955645159311
B;11.581433008701884;14.760989277738666
D;9.440613322494771;24.326660274212305
B;10.053319552032496;15.195637235975457
B;7.336631898844027;13.186943679385667
B;8.887367625194086;29.42693907691637
B;8.492431854675461;22.30772416246124
A;9.884926835719352;15.813519946173685
C;7.183469474757608;35.358317533127476
B;7.568530356010616;21.429833023681553
E;8.98952034381555;32.36539869742869
A;8.459339814189944;31.8264187053527
A;11.610895073524109;25.65480824819309
A;7.41535938879816;23.427479012455308
A;6.620465585349315;12.745520727692707
B;8.941048333822923;15.723673222848745
B;10.394546887979624;10.158480723622992
C;8.862537474145114;21.424568980649916
E;7.030059253560527;14.908507560818057
B;11.267054586918995;24.02836051104689
A;10.265192032334035;18.19313121891612
A;14.237590014902558;23.18176471640842
A;12.270374328156993;18.43745725326131
B;9.127426294731174;26.054875451257477
B;10.759484190598135;14.943297451254795
B;11.953143856476986;13.617114639006989
A;7.762380582412569;27.936626755303607
B;11.025009594608695;19.773214239727388
B;10.35746634596475;27.455207660869902
B;10.046601173482063;18.478266765068998
A;12.372052433366473;22.25584135401755
A;9.060430882072414;29.049550799392136
A;8.585339807762226;15.07421448159316
B;9.519205614810458;16.3869210077984
B;10.445700997118648;20.36938457965247
A;9.237762099279363;25.0774575094979
A;9.403180300475535;27.3145597243774
A;12.358714466336703;23.293543442232792
C;11.294970590468344;31.063679852563624
D;11.368208529676105;13.956575318908854
C;8.132729790431926;19.163863331284904
E;8.952371259144403;26.2901820277781
B;11.777852235735065;30.43953933984125
A;10.86117083519998;29.278145636661556
C;8.566012510059778;26.60454902558918
A;8.559672402290326;21.391392034170398
C;11.010923747577483;27.005178946456216
E;9.558052604227747;21.41029923065393
A;10.075739582463788;22.477326446987576
C;8.209095725658615;26.554857358718003
B;7.8339141732343816;19.606861775999246
A;12.27181583886235;18.05655150948882
B;9.82755888848177;24.42228128500573
B;8.425816816596106;15.774463336740446
C;9.315646167919109;23.90767232257297
A;7.503508289232563;27.791975048351976
C;10.932847299172712;10.218991643619539
B;8.893324842542567;32.50112995984206
E;11.581053013479272;18.71057976805458
B;9.259199223078491;21.530475157743382
E;9.444800213040837;22.692515548935887
E;7.55190285985442;20.251311388268828
D;12.183963774648921;16.30724347335164
B;9.62858763011835;14.687753084966978
B;12.583418335903843;24.178515191651602
C;10.181606966784603;20.417544950403197
B;9.660120282884527;20.113526676772064
A;10.260505696662856;20.23072045641524
A;8.41181398443425;21.559009284197128
A;12.092582296839959;15.389004322715284
B;9.16925645486088;12.797376569504046
E;9.94844542731768;13.950991129607269
B;9.283463638009987;27.247707435259354
C;10.66414625333549;16.80084592817657
B;12.478087362147656;0.765759350534875
B;9.308782212954707;19.78499963319697
B;11.15568364531452;28.570930446362894
E;11.52263608746702;16.685269295436598
A;10.083063113746674;28.848082170570045
B;10.395533101733955;35.35999376601846
E;7.516156426672804;16.021076224196285
B;9.18580919557925;17.609825375224332
D;11.561189786228228;19.176623676811413
B;8.294067134788234;9.97817104543814
A;9.793618612664492;16.99941378204396
E;4.9490298575092515;19.362201590415935
A;10.235091285720186;23.56320100704341
C;10.389529624511287;22.641371287987894
A;10.440529922018511;16.24504211819687
B;8.935271043005937;22.42162978060388
E;13.836421884163078;22.20958141705097
A;11.809657065715857;23.453115976408235
B;11.542094647812037;15.987453169038172
C;9.7985084186314;28.828459988233163
E;6.517471111379702;20.828113788553928
A;9.54953688441824;25.462276576133572
B;9.396175744315828;25.244691988230457
A;11.348729197532446;14.8109119310839
B;8.428050707872979;27.1638556015687
A;12.49453264438105;14.006155793920335
B;9.669089196257813;25.544376638274805
A;8.293059514547847;22.48154334353725
B;11.039021160269593;26.895792374806582
B;13.080502176189;21.620384582632788
A;8.164561932960956;15.677357937254051
A;10.177328329278797;29.749298183977814
B;12.922766822418785;11.488209045732432
B;9.266499149698797;25.02952922446657
B;12.288517473326579;23.57450921918097
A;11.289072476683899;34.411832587590844
B;8.35806424591114;16.03365288603268
B;9.89864244792553;24.935857314611564
E;10.206010624248915;20.158618277493332
A;7.306137230183843;21.79830250531103
B;9.515491672671887;21.38980787924814
A;11.020195724910938;14.464915398914277
A;6.945276811616246;22.134503343239473
B;11.91483885935745;16.22093439082244
D;7.080401911877255;22.186727958525765
C;12.054952587280855;2.0414361802666647
D;5.799758105363633;23.97388450001888
C;12.657900106336147;25.07714967915173
B;7.676216012488471;25.53485348322281
B;9.594286321961855;15.223328250700195
A;11.921080660242422;15.378661271360082
A;9.046300655019635;36.04519687230033
A;7.011950349188838;37.5031271105819
B;10.024364795636064;14.921842311766031
A;7.696264607860069;25.634983269006337
C;6.538959588072725;21.66551641808092
B;6.874691783829708;27.665752808472046
A;11.059719194750917;19.99328642365233
B;7.08044248490083;15.647114874492585
B;8.576206591013428;31.951317143072153
B;11.0022665160487;16.467436820881094
B;10.97375017517489;15.643490034014578
C;11.591341352050993;17.94613623849682
A;10.912677950430108;24.597989991336963
E;10.002832110338025;19.676992221620637
A;10.958377331343025;14.225853156980465
B;10.095434551092078;29.226934727044195
B;8.878429762627293;28.21062625234928
E;8.008437728376432;23.420222429476187
A;9.464142589704124;12.48962753588045
B;11.70535150856798;31.683921996346843
C;7.658169018113635;15.243133474518292
A;8.973524609627914;19.759345266522086
B;9.933519391504019;12.09365309123068
B;9.348585712589788;12.65953107369138
D;9.287953533484915;22.92218546319562
C;8.100349755212795;21.671236584845197
E;9.949477512663472;27.98193326842145
C;10.546207481778424;17.008482486653836
B;11.362358521181331;3.0612366947383975
E;12.901978844554932;32.95179507437372
B;8.131163008395673;24.456276097458364
B;9.807886597882783;11.77265776740594
B;11.892347524242599;18.872549132684604
A;7.28266606509677;22.080813347440913
B;10.619525027487477;17.072880286455863
E;10.90226069259368;17.905856851782797
C;10.49328646804349;15.767058301338096
B;7.172541414229956;18.645802935899106
A;12.670531009948903;15.68753322827235
B;10.009774532451617;24.886416609048787
C;11.823479764291426;30.478224338883557
A;9.933176740508376;20.35806418020423
B;10.801787986371078;12.985278303240179
A;9.596957374159526;13.545002719498456
D;10.27426118276735;14.733356616269631
B;10.911304540952539;32.139050903089995
D;10.586284659478899;26.69009449885097
E;8.510653317887721;27.56849723327797
D;12.179173611872134;23.33910627125092
B;12.34064153661022;18.642016686564943
B;13.700008229822757;23.628901998485027
B;10.076209233821421;11.345242566572118
A;9.624733145118453;20.413765102467252
D;7.721326788795304;22.619250791139066
B;9.882743728203355;16.159707015545152
B;9.566791957841286;14.417466084076104
E;8.34406245305783;19.130744752713575
A;11.469319620702166;24.590033507377747
B;8.902054081642675;21.765776343976594
A;9.140661906862876;27.29574022870925
C;9.799455272497067;11.831677240332901
A;9.30600994283823;15.935117408283345
C;12.09560455422539;19.74142606796955
E;9.597189791759188;29.30978241974941
B;8.540948369394714;13.150404659112336
C;10.965889101559583;12.351372060182982
D;10.4840275788014;17.183736968734113
B;14.946600635922925;28.411893746179622
B;11.552954949789495;26.700823079270222
B;9.118992272077744;16.94125906836605
A;12.437352679636632;26.006815534363895
A;11.727976012605662;23.597935759571072
A;8.45020815567893;16.658939765691915
B;10.691142014940883;20.829290323397416
B;11.129525253167705;24.71662432220803
E;7.514028881803006;26.269801725162925
A;9.356627834695235;23.047160314863596
A;14.497460857847683;13.650478386734523
B;9.211976096494482;23.060968744459025
E;8.41508612895053;25.55083378716023
A;11.16610138488713;15.931772859416032
A;8.031136060374504;23.813828706563825
B;9.84085158344891;18.936082072176685
E;12.153276266613727;38.270811755216144
A;11.38062118008623;33.20021668556977
E;4.277723641094159;8.640046104246144
B;8.146527656194536;25.71570115633422
B;8.125745211064034;24.922536030483645
B;8.733852843831501;21.645999027418036
C;6.423849611459504;8.40906592120501
C;8.823948639358072;13.491617198659867
B;8.181374563989854;22.090261132370195
C;11.732423372195738;12.205274878712197
B;11.25341423640856;8.264546781347763
B;7.451349125855536;24.498695627117975
B;7.647638666356866;21.640037338798912
B;8.744021960395706;15.784042946648599
C;9.842764562890165;26.896789806612972
A;7.934433714137868;18.834714962218634
C;13.706609813273328;14.777788050561291
A;8.648183376553582;27.315494721841617
C;12.150471125719307;13.319376984683121
D;10.029919790071393;28.884736918577303
A;9.510520650301277;16.043077647073126
A;11.085980684750034;33.590885710245516
A;12.026720864632075;23.5913001354897
A;9.298027105015745;31.91319908936993
E;5.970132885760286;26.085181044141088
C;8.196905938674977;7.390166170743935
B;8.522198197847054;18.506554938583257
E;9.560472738954266;29.630057521427855
B;9.644203421317384;19.476739654411322
C;11.360959573699837;14.226619221431969
A;8.465993034144601;6.320554344321149
B;7.388425081395566;18.145069900779788
A;10.350721068136805;23.71525027866102
C;7.959645646150957;13.61820426732881
B;7.616675324276506;16.115927398304255
B;9.688880429364106;30.422370786010823
B;7.635313225861895;10.049243796133615
E;12.765800314907626;15.152687432089376
A;9.123226961069152;23.74814959032165
B;11.263339371955901;23.063895373513745
E;9.8344306443193;23.028832869323423
D;8.684870446509718;20.478031550970368
B;5.996422764845948;30.272659112093038
B;11.361988630000448;22.805343749498924
A;7.320617816888248;23.75555737728049
E;11.133866331000837;22.10098077873953
A;8.752893454819748;25.841236578596313
B;9.491573149067642;22.320969127201373
C;6.246914790310219;27.37043572736322
A;10.456882997967966;24.213592062197964
A;7.437435674942006;19.46619838428787
D;10.305514847477664;27.821188547922127
E;11.633165560285631;11.136580783969196
C;10.164653674231822;23.816369907779812
D;7.1052954662168695;26.5426561406498
B;7.550676138198817;17.667770466329504
A;9.707111458467562;32.290933595362986
A;8.01567200855335;13.406327656111412
A;9.70982644112251;23.014056257009436
A;12.648629004993765;18.440414290347736
B;8.80423042058383;18.135051728650897
B;9.569578065302741;19.7452519354594
C;9.932552314696116;15.355918910232479
A;8.897862312536445;29.93777326774132
B;11.923839874273055;20.368068629343092
C;8.132044559433067;6.237029145168561
C;12.054746933350739;27.122820277380768
C;8.108936499658647;21.599690964909875
A;8.043027477165547;14.040298874668615
B;5.8112125363341915;9.957088730553211
A;10.515908475343247;16.095770978699115
A;9.683364395696207;20.6971994845469
B;13.524509221725513;21.747409732499808
C;10.821826000744176;25.88075053678042
B;7.894460103542458;19.287891310198592
B;12.479477420070921;23.83147789797644
A;6.18716568137782;13.35682120139571
D;10.207383943223611;14.685303160205045
A;9.882445677953424;19.7491692369755
E;9.830033249110596;16.623224733470636
B;11.03971504047501;16.467557351686622
B;10.59185200430083;21.711872601973567
A;10.977385404417255;6.422645370657376
C;9.704348573372476;18.62171122048147
B;11.750058241156445;28.060486831569907
A;11.322404696486146;28.971936860480106
B;11.288565305607237;16.26227984264494
E;10.738217318111714;17.94834724110876
A;10.715446007560955;21.868290150194696
B;9.72257624157652;12.691601041792447
D;11.60407418848602;19.907992114496015
A;10.737426563923727;19.385000508646186
E;8.700095860814685;14.93907961079088
B;8.53081859448508;29.033669431896072
B;11.353154196882027;23.333121169324652
D;7.951753905470861;16.687136939492458
A;9.146062511512808;13.73770452300771
C;11.746614272449067;13.480188481097255
A;8.877302343784148;34.68228803269592
E;10.094968292108911;9.014789235562818
B;7.090876099859711;18.360596111554944
C;7.602201212384052;12.69151952468256
B;9.559732035937236;25.380917243077263
B;11.098695755024751;14.382244957808817
D;10.348670653085867;12.776159865739508
B;7.649657861099575;31.58387743228584
D;10.404370582146008;17.54075695643329
B;12.267362206139243;14.557597691433717
A;11.848312531441062;19.590932250821265
D;11.471642049232871;23.193710700083464
D;10.964947355995829;19.459018065059663
B;12.119628929364916;23.594589742981814
A;10.113635473028355;20.43853593644253
A;7.319352761705083;17.826210719263816
B;10.975766910883527;21.983748527195107
C;11.540098421496122;15.097299190145222
B;10.380855733104084;24.186580785513577
D;10.541418236802796;30.59601838291851
C;7.1669492044916385;31.11951506528212
E;12.444312092097528;20.995580593329084
C;6.030419087373712;20.625628558889513
B;11.119379972585108;20.85665672189047
C;12.148095821475785;20.68790639327501
A;9.124256769404251;19.297915053506408
A;12.998663935871322;17.608005612937692
C;7.886916194397186;24.178806947017186
B;11.31166645045335;13.332585630642928
A;7.114949454358394;24.400820728459145
B;8.476250261422106;15.855170202744272
C;9.347432693468736;19.883547239154336
E;8.663214196173673;13.525594621253365
A;9.116528209356852;26.163953535397773
E;10.907304280302197;20.713081930925448
B;9.130866448610519;23.558660864228194
A;9.0322165477539;21.80794433408625
B;9.8355932792573;24.394294931585122
D;10.80428553860139;29.0040496041702
C;7.853402236053715;23.134054985376807
B;9.67085604021813;7.011513280237903
B;9.527489177197733;23.589276883907505
B;11.108211113436758;8.919286609898867
C;8.891607849120714;15.378009944204171
A;14.665979630068327;28.11293937296557
B;10.669656385365004;30.00858016105581
B;13.010721921530559;34.5117832003304
C;8.367399265751207;18.563020214282446
A;9.231715760751644;14.746591904367317
B;10.65165166197491;13.77174249485471
D;6.470101589031135;20.54253439132998
A;7.00504352629745;30.76826873943779
C;9.164177652252468;12.878322666960214
C;8.182531100027465;15.54615004768933
A;11.165784011126679;20.116616268375346
C;9.799197057318567;26.314420063580577
B;11.769842480746757;0.0009227307204291435
A;9.610047464835425;18.005877677949243
B;7.143839563565591;22.01455073829538
A;8.585613567169304;22.715560237290166
D;9.51431437774607;24.708843686694813
A;11.87435817448839;18.046280332136615
